,Man,Children,Woman,Family
643,0.262911,0.27444,0.257335,0.218295
644,0.33924,0,0.257335,0.19404
645,0.186582,0.41166,0.26429,0.27489
646,0.288354,0.20583,0.2782,0.19404
647,0.178101,0.20583,0.2782,0.29106
648,0.305316,0.06861,0.16692,0.315315
649,0.186582,0.34305,0.29211,0.250635
650,0.296835,0.61749,0.215605,0.21021
651,0.203544,0.34305,0.2782,0.25872
652,0.220506,0,0.354705,0.19404
653,0.220506,0.06861,0.2782,0.27489
654,0.195063,0.20583,0.173875,0.396165
655,0.271392,0.13722,0.215605,0.282975
656,0.228987,0.41166,0.243425,0.25872
657,0.262911,0.61749,0.257335,0.17787
658,0.186582,0.13722,0.340795,0.21021
659,0.262911,0.61749,0.257335,0.185955
660,0.203544,0.06861,0.312975,0.24255
661,0.25443,0.13722,0.23647,0.266805
662,0.212025,0.41166,0.29211,0.218295
663,0.228987,0.13722,0.285155,0.24255
664,0.203544,0,0.29211,0.27489
665,0.262911,0.20583,0.257335,0.234465
666,0.186582,0,0.340795,0.234465
667,0.288354,0.20583,0.215605,0.25872
668,0.25443,0.20583,0.257335,0.24255
669,0.127215,0.34305,0.271245,0.331485
670,0.118734,0,0.465985,0.14553
671,0.203544,0.41166,0.26429,0.25872
672,0.110253,0,0.410345,0.22638
673,0.262911,0.89193,0.1391,0.29106
674,0.347721,0,0.132145,0.3234
675,0.08481,0.06861,0.312975,0.35574
676,0.296835,0.27444,0.187785,0.27489
677,0.16962,0.20583,0.2782,0.29106
678,0.262911,0.20583,0.2782,0.21021
679,0.288354,0.20583,0.201695,0.282975
680,0.279873,0.48027,0.26429,0.17787
681,0.161139,0.06861,0.354705,0.22638
682,0.271392,0.13722,0.23647,0.25872
683,0.245949,0,0.34775,0.169785
684,0.245949,0.13722,0.29211,0.218295
685,0.245949,0,0.257335,0.27489
686,0.288354,0.54888,0.20865,0.218295
687,0.491898,0,0.076505,0.250635
688,0.296835,0.41166,0.20865,0.22638
689,0.398607,0.27444,0.15301,0.218295
690,0.271392,0.13722,0.22256,0.266805
691,0.152658,0,0.382525,0.218295
692,0.517341,0.13722,0.09737,0.185955
693,0.195063,0.13722,0.20865,0.363825
694,0.356202,0.06861,0.16692,0.266805
695,0.110253,0.13722,0.34775,0.282975
696,0.237468,0.34305,0.229515,0.282975
697,0.313797,0.13722,0.159965,0.30723
698,0.118734,0.20583,0.326885,0.299145
699,0.195063,0.27444,0.26429,0.282975
700,0.127215,0,0.43121,0.185955
701,0.220506,0.20583,0.26429,0.266805
702,0.347721,0.13722,0.22256,0.202125
703,0.101772,0.27444,0.424255,0.185955
704,0.195063,0.61749,0.19474,0.3234
705,0.356202,0,0.271245,0.153615
706,0.279873,0.06861,0.215605,0.282975
707,0.245949,0.20583,0.299065,0.21021
708,0.220506,0.27444,0.31993,0.19404
709,0.288354,0.34305,0.201695,0.25872
710,0.271392,0.27444,0.159965,0.33957
711,0.245949,0.06861,0.271245,0.250635
712,0.305316,0.41166,0.159965,0.282975
713,0.296835,0.54888,0.201695,0.234465
714,0.186582,0.27444,0.29211,0.266805
715,0.228987,0.13722,0.20865,0.331485
716,0.08481,0.06861,0.40339,0.24255
717,0.186582,0.48027,0.33384,0.185955
718,0.279873,0.13722,0.20865,0.29106
719,0.161139,0.06861,0.340795,0.24255
720,0.237468,0.61749,0.23647,0.234465
721,0.288354,0.20583,0.271245,0.19404
722,0.203544,0,0.271245,0.299145
723,0.212025,0.13722,0.30602,0.234465
724,0.322278,0.06861,0.16692,0.29106
725,0.322278,0.06861,0.271245,0.17787
726,0.271392,0,0.30602,0.19404
727,0.271392,0.41166,0.2782,0.17787
728,0.135696,0,0.31993,0.299145
729,0.220506,0.41166,0.26429,0.24255
730,0.288354,0,0.20865,0.29106
731,0.161139,0.20583,0.354705,0.218295
732,0.135696,0.13722,0.38948,0.21021
733,0.296835,0.6861,0.229515,0.169785
734,0.178101,0,0.368615,0.202125
735,0.33924,0.27444,0.16692,0.25872
736,0.212025,0.41166,0.229515,0.29106
737,0.25443,0.20583,0.285155,0.21021
738,0.195063,0.13722,0.2782,0.29106
739,0.127215,0,0.43121,0.17787
740,0.101772,0.41166,0.34775,0.25872
741,0.262911,0.06861,0.25038,0.25872
742,0.33924,0.27444,0.201695,0.218295
743,0.245949,0.13722,0.30602,0.202125
744,0.245949,0.27444,0.257335,0.250635
745,0.262911,0.34305,0.12519,0.37191
746,0.262911,0.41166,0.22256,0.250635
747,0.152658,0.13722,0.285155,0.315315
748,0.288354,0.41166,0.187785,0.25872
749,0.262911,0.13722,0.26429,0.234465
750,0.212025,0.27444,0.312975,0.21021
751,0.313797,0,0.257335,0.202125
752,0.364683,0,0.201695,0.234465
753,0.262911,0.13722,0.25038,0.250635
754,0.305316,0.06861,0.173875,0.299145
755,0.237468,0.41166,0.271245,0.218295
756,0.161139,0.13722,0.33384,0.250635
757,0.347721,0.20583,0.215605,0.202125
758,0.288354,0.06861,0.243425,0.24255
759,0.390126,0.13722,0.173875,0.218295
760,0.262911,0.06861,0.25038,0.25872
761,0.279873,0.54888,0.22256,0.218295
762,0.262911,0,0.29211,0.218295
763,0.161139,0,0.37557,0.218295
764,0.228987,0.13722,0.229515,0.30723
765,0.288354,0.20583,0.26429,0.202125
766,0.381645,0,0.16692,0.24255
767,0.220506,0.13722,0.299065,0.234465
768,0.347721,0.48027,0.257335,0.121275
769,0.262911,0.48027,0.20865,0.266805
770,0.135696,0.13722,0.37557,0.234465
771,0.262911,0.06861,0.215605,0.29106
772,0.313797,0.27444,0.173875,0.282975
773,0.245949,0.13722,0.271245,0.24255
774,0.178101,0.96054,0.25038,0.234465
775,0.364683,0.13722,0.243425,0.1617
776,0.212025,0.13722,0.257335,0.29106
777,0.356202,0,0.201695,0.22638
778,0.16962,0.13722,0.34775,0.22638
779,0.135696,1.16637,0.29211,0.202125
780,0.161139,0,0.326885,0.27489
781,0.25443,0.13722,0.19474,0.3234
782,0.271392,0.27444,0.23647,0.234465
